paper_id,year,title,raw_authors
hep-th/9709015,1997,E_8 x E_8 Small Instantons in Matrix Theory,David A. Lowe
hep-th/9707028,1997,Asymptotic Freedom and Bound States in Hamiltonian Dynamics,"Stanislaw D. Glazek (Institute of Theoretical Physics, Warsaw University) and Kenneth G. Wilson (Department of Physics, The Ohio State University)"
hep-th/9712232,1997,Bihamiltonian Hierarchies in 2D Topological Field Theory At One-Loop Approximation,"Boris Dubrovin, Youjin Zhang"
hep-th/9707104,1997,Supermanifolds of classical solutions for Lagrangian field models with ghost and fermion fields,Thomas Schmitt
hep-th/9711018,1997,String Solitons in M Theory Fivebrane : A possibility of higher order U(1) bundles,Kazuyuki Fujii
hep-th/9707106,1997,Gauge Theories: Geometry and cohomological invariants,"M. Kachkachi, A. Lamine and M. Sarih (D\'epartement de Math\'ematiques, Universit\'e Hassan 1er, Settat, Morocco)"
hep-th/9712066,1997,"Effective QED Actions: Representations, Gauge Invariance, Anomalies and Mass Expansions","S. Deser, L. Griguolo and D. Seminara"
hep-th/9711099,1997,Dirichlet Topological Defects,Sean M. Carroll and Mark Trodden
hep-th/9709171,1997,Creation of Strings in D-particle Quantum Mechanics,Ulf H. Danielsson and Gabriele Ferretti (Uppsala University)
hep-th/9705099,1997,Correlation between momentum modes and winding modes in Brandenberger-Vafa's string cosmological model,"Kenji Hotta, Keiji Kikkawa and Hiroshi Kunitomo"
hep-th/9708168,1997,"M Theory, Type IIA String and 4D N=1 SUSY SU(N_L) X SU(N_R) Gauge Theory",Amit Giveon and Oskar Pelc
hep-th/9705226,1997,Self-Duality in Nonlinear Electromagnetism,Mary K. Gaillard and Bruno Zumino
hep-th/9710004,1997,Orientifolds: The Unique Personality Of Each Spacetime Dimension,Sunil Mukhi
hep-th/9708098,1997,A simple remark on three dimensional gauge theories,"V.E.R. Lemes, C. Linhares de Jesus, C.A.G. Sasaki, S.P. Sorella, L.C.Q.Vilar, O.S.Ventura"
hep-th/9711069,1997,Open Strings on the Neveu-Schwarz Pentabrane,"Massimo Bianchi, Yassen S. Stanev (Universita` di Roma ``Tor Vergata'')"
hep-th/9702145,1997,Modular Localization and the Bootstrap-Formfactor Program,B. Schroer
hep-th/9705097,1997,Extended conformal symmetry of the one-dimensional Bose gas,"M. Maule, S. Sciuto"
hep-th/9710092,1997,"Quantum Field Theory, Bosonization and Duality on the Half Line","Antonio Liguori, Mihail Mintchev"
hep-th/9711165,1997,D-branes and the Noncommutative Torus,Michael R. Douglas and Chris Hull
hep-th/9702167,1997,"U Duality, Solvable Lie Algebras and Extremal Black-Holes",Pietro Fr\'e
hep-th/9710076,1997,Model of supersymmetric quantum field theory with broken parity symmetry,Carl M. Bender and Kimball A. Milton
hep-th/9708169,1997,Tailoring T-Duality Beyond the First Loop,Nemanja Kaloper and Krzysztof A. Meissner
hep-th/9704035,1997,Ray-Singer Torsion for a Hyperbolic 3-Manifold and Asymptotics of Chern-Simons-Witten Invariant,"Andrei A. Bytsenko,Luciano Vanzo and Sergio Zerbini"
hep-th/9709067,1997,Constraining differential renormalization in abelian gauge theories,"F. del Aguila, A. Culatti, R. Munoz-Tapia and M. Perez-Victoria"
hep-th/9711005,1997,Schwarzchild Black Holes in Matrix Theory II,"T.Banks (Rutgers U.), W.Fischler (U. Texas, Austin), I.R.Klebanov (Princeton U.), L.Susskind (Stanford U.)"
hep-th/9701025,1997,Proposals on nonperturbative superstring interactions,Lubos Motl
hep-th/9704182,1997,On the Geometry of Relativistic Anyon,A.Nersessian
hep-th/9709218,1997,Duality in Landau-Zener-Stueckelberg potential curve crossing,Kazuo Fujikawa (Univ. of Tokyo) and Hiroshi Suzuki (Ibaraki Univ.)
hep-th/9707167,1997,Strings and D-Branes at High Temperature,Sangmin Lee and Larus Thorlacius (Princeton University)
hep-th/9709130,1997,On the higher-loop effective action in NJL model,S.A.Garnov
hep-th/9708124,1997,Cross Section and Effective Potential in Asymptotically Free Scalar Field Theories,Kenneth Halpern
hep-th/9708147,1997,Brane Dynamics From the Born-Infeld Action,"Curtis G. Callan, Jr. and Juan M. Maldacena"
hep-th/9710250,1997,Feynman Rules in N=2 Projective Superspace I: Massless hypermultiplets,"F. Gonzalez-Rey, U. Lindstrom, M. Rocek, R. von Unge and S. Wiles"
hep-th/9706100,1997,Absorption of photons and fermions by black holes in four dimensions,Steven S. Gubser
hep-th/9706110,1997,Mirror symmetry and Exact Solution of 4D N=2 Gauge Theories I,"S. Katz, P. Mayr and C. Vafa"
hep-th/9710232,1997,N=1 Supersymmetric Quantum Mechanics on a Curved Space,"M. Nakamura, N.Okamoto, H.Minowa"
hep-th/9712145,1997,Branes and Six Dimensional Supersymmetric Theories,Amihay Hanany and Alberto Zaffaroni
hep-th/9708006,1997,SU(N) Monopoles and Platonic Symmetry,Conor Houghton and Paul Sutcliffe
hep-th/9701036,1997,Dynamical Symmetry Breaking in Fractal Space,Yukinori Nagatani (Nagoya University)
hep-th/9702140,1997,Subtleties in the Light-Cone Representation,Gary McCartor (SMU)
hep-th/9703067,1997,On search for the M-Theory Lagrangian,"I.P. Zois (Mathematical Institute, Oxford University)"
hep-th/9708094,1997,osp(1|2) Conformal Field Theory,"I. P. Ennes, A. V. Ramallo and J. M. Sanchez de Santos"
hep-th/9708009,1997,N=2 String-String Duality and Holomorphic couplings,G. Curio
hep-th/9701107,1997,Non linear integral equation and excited--states scaling functions in the sine-Gordon model,C. Destri and H.J. de Vega
hep-th/9702087,1997,Non-Linear Electrodynamics: Zeroth and First Laws of Black Hole Mechanics,D. A. Rasheed
hep-th/9710211,1997,"Hamiltonian analysis of gauged CP^1 model, with or without Hopf term, and fractional spin",B. Chakraborty (S. N. Bose Natl. Centr.)
hep-th/9712229,1997,Conservation Laws in Poincar\'e Gauge Theory,M. Blagojevi\'c
hep-th/9706070,1997,Non-perturbative regularization and renormalization: simple examples from non-relativistic quantum mechanics,"Daniel R. Phillips, Silas R. Beane, and Thomas D. Cohen (University of Maryland)"
hep-th/9705124,1997,Induced Parity Breaking Term at Finite Temperature,"C. Fosco (1), G. L. Rossini (2,3), F. A. Schaposnik (3) ((1) Centro Atomico Bariloche, (2) Massachusetts Institute of Technology, (3) Universidad Nacional de La Plata)"
hep-th/9703127,1997,On the equivalence of different formulations of the M Theory five--brane,"Igor Bandos, Kurt Lechner, Alexei Nurmagambetov, Paolo Pasti, Dmitri Sorokin and Mario Tonin"
hep-th/9706035,1997,Exponentially Small Couplings and the Hierarchy Problem,"Ph. Brax (SPhT, Saclay) and Neil Turok (DAMTP, Cambridge)"
hep-th/9712082,1997,Supermembranes and Supermatrix Models,"B. de Wit, K. Peeters and J.C. Plefka"
hep-th/9708054,1997,Modified similarity renormalization of Hamiltonians. Positronium on the light front,"E.L.Gubankova, F.Wegner"
hep-th/9712132,1997,Definition of Chern-Simons Terms in Thermal QED_3 Revisited,"S. Deser, L. Griguolo and D. Seminara"
hep-th/9704018,1997,5D Black Holes and Matrix Strings,"R. Dijkgraaf, E. Verlinde, H. Verlinde"
hep-th/9707218,1997,Left and right handedness of fermions and bosons,"Norma Mankoc Borstnik, Anamarija Borstnik"
hep-th/9708129,1997,Virasoro amplitude from the $S^N\R^{24}$ orbifold sigma model,G.E.Arutyunov and S.A.Frolov
hep-th/9706163,1997,Manifestly Gauge Covariant Treatment of Lattice Chiral Fermions. II,Kiyoshi Okuyama and Hiroshi Suzuki (Ibaraki University)
hep-th/9707132,1997,Probing Type I' String Theory Using D0 and D4-Branes,"Justin R. David, Avinash Dhar and Gautam Mandal"
hep-th/9711046,1997,Finite-Time Amplitudes In Matrix Theory,Oyvind Tafjord and Vipul Periwal
hep-th/9703086,1997,Quantum Cohomology and Virasoro Algebra,"Tohru Eguchi, Kentaro Hori and Chuan-Sheng Xiong"
hep-th/9709166,1997,Lattice Black Holes,Steven Corley and Ted Jacobson
hep-th/9702063,1997,Supersymmetric Spin Glass,Sergei Gukov
hep-th/9712148,1997,"Nonperturbative dynamics for abstract (p,q) string networks",Fotini Markopoulou and Lee Smolin
hep-th/9707012,1997,D-Branes and Quotient Singularities of Calabi-Yau Fourfolds,Kenji Mohri (KEK)
hep-th/9704044,1997,Brane Configurations and 4D Field Theory Dualities,"A. Brandhuber, J. Sonnenschein, S. Theisen and S. Yankielowicz"
hep-th/9706139,1996,Domain Ribbons Inside Domain Walls at Finite Temperature,F.A. Brito and D. Bazeia
hep-th/9710109,1997,Fine-Tuning Renormalization and Two-particle States in Nonrelativistic Four-fermion Model,"A. N. Vall, S. E. Korenblit, V. M. Leviant, A. V. Sinitskaya, A. B. Tanaev"
hep-th/9701140,1997,"QCD2-Screening, Confinement and Novel non-abelian Solutions",Yitzhak Frishman and Jacob Sonnenschein
hep-th/9703121,1997,Maxwell-Chern-Simons Scalar Electrodynamics at Two Loop,"Pang-Ning Tan, Bayram Tekin, Yutaka Hosotani"
hep-th/9709148,1997,First Massive State of the Superstring in Superspace,"N. Berkovits and M.M. Leite (IFT/UNESP, Sao Paulo)"
hep-th/9708166,1997,D-branes in Kazama-Suzuki Models,Sonia Stanciu
hep-th/9701109,1997,Solitonic Integrable Perturbations of Parafermionic Theories,"C.R. Fernandez-Pousa, M.V. Gallas, T.J. Hollowood, and J.L. Miramontes"
hep-th/9710249,1997,String Field Equations From Generalized Sigma Model II,Korkut Bardakci
hep-th/9712230,1997,Fractional Branes and Wrapped Branes,"Duiliu-Emanuel Diaconescu, Michael R. Douglas and Jaume Gomis"
hep-th/9710055,1997,Variational Multi-Time Green's Functions for Nonequilibrium Quantum Fields,Mohamed Benarous
hep-th/9706027,1997,On a Lorentz covariant matrix regularization of membrane theories,Kazuo Fujikawa and Kazumi Okuyama
hep-th/9710162,1997,Higher order cohomological restrictions on anomalies and counterterms,Glenn Barnich
hep-th/9708091,1997,Scattering of Four-Dimensional Black Holes,Jeremy Michelson
hep-th/9705069,1997,"Deformations of N=2 Dualities to N=1 Dualities in SU, SO and USp Gauge Theories","Takayuki Hirayama, Nobuhiro Maekawa and Shigeki Sugimoto"
hep-th/9712004,1997,M-theory from its superalgebra,P.K. Townsend
hep-th/9711168,1997,Mode-by-mode summation for the zero point electromagnetic energy of an infinite cylinder,"Kimball A. Milton, A.V. Nesterenko, and V.V. Nesterenko"
hep-th/9708078,1997,Introduction to D-branes,Larus Thorlacius
hep-th/9706007,1997,"Instantons, Higher-Derivative Terms, and Nonrenormalization Theorems in Supersymmetric Gauge Theories","N. Dorey, V.V. Khoze, M.P. Mattis, M.J. Slater, W.A. Weir"
hep-th/9701121,1997,A Profusion of Black Holes from Two to Ten Dimensions,Jose' P. S. Lemos
hep-th/9704053,1997,Vortex distribution in neutron stars: gravitational effects,H.Casini and R.Montemayor
hep-th/9709193,1997,Integration over the u-plane in Donaldson theory,Gregory Moore and Edward Witten
hep-th/9707173,1997,Exact Two-Point Correlation Functions of Turbulence Without Pressure in Three-Dimensions,"A. R. Rastegar, M. R. Rahimi Tabar and P. Hawaii"
hep-th/9710005,1997,The Matrix Formulation of Type IIB Five-Branes,Savdeep Sethi
hep-th/9703189,1997,Complex Matrix Models and Statistics of Branched Coverings of 2D Surfaces,"Ivan K. Kostov, Matthias Staudacher and Thomas Wynter"
hep-th/9712177,1997,Covariance of WDVV equations,A.Mironov and A.Morozov
hep-th/9711010,1997,More on Probing Branes with Branes,"A. Brandhuber, N. Itzhaki, J. Sonnenschein and S. Yankielowicz"
hep-th/9703139,1997,"Gauss's law, gauge invariance, and long-range forces in QCD","Mario Belloni, Lusheng Chen, and Kurt Haller (University of Connecticut)"
hep-th/9712002,1997,"Born-Infeld Action in (n+2)-Dimension, the Field Equation and a Soliton Solution",Tatsuo Suzuki
hep-th/9705004,1997,"Geometry, D-Branes and N=1 Duality in Four Dimensions II",Changhyun Ahn
hep-th/9707115,1997,Nonperturbative path integral of 2d dilaton gravity and two-loop effects from scalar matter,"W. Kummer, H. Liebl (Vienna, Tech. U.), D.V. Vassilevich (St. Petersburg University)"
hep-th/9702181,1997,SU(N) Meander Determinants,P. Di Francesco
hep-th/9707011,1997,Eleven Dimensions from the Massive D-2-brane,Yolanda Lozano (Univ. of Utrecht)
hep-th/9701045,1997,The Coulomb Phase in N=1 Gauge Theories With a LG-Type Superpotenetial,"Amit Giveon, Oskar Pelc and Eliezer Rabinovici"
hep-th/9712130,1997,M-Theory as a Holographic Field Theory,Petr Horava (Caltech)
hep-th/9711203,1997,"Superembeddings, Non-Linear Supersymmetry and 5-branes","Tom Adawi, Martin Cederwall, Ulf Gran, Magnus Holm and Bengt E.W. Nilsson"
hep-th/9703025,1997,Two-dimensional Ultra-Toda integrable mappings and chains (Abelian case),A. N. Leznov
hep-th/9702121,1997,The five exceptional simple Lie superalgebras of vector fields,Irina Shchepochkina
hep-th/9703056,1997,D-Branes in Curved Space,Michael R. Douglas
hep-th/9709208,1997,"From Reissner-Nordstr\""om quantum states to charged black holes mass evaporation","P. V. Moniz (DAMTP, U. Cambridge)"
hep-th/9703020,1997,Reducible systems and embedding procedures in the canonical formalism,R. Banerjee (Bose National Center for Basic Sciences) and J. Barcelos-Neto (Federal University of Rio de Janeiro)
hep-th/9711118,1997,"Integrability, Coordinate Systems, and Separation of Variables in Path Integrals",C.Grosche
hep-th/9707209,1997,Algebraic Renormalization: perturbative twisted considerations on topological Yang-Mills theory and on N=2 supersymmetric gauge theories,"F. Fucito, A. Tanzini, L.C.Q.Vilar, O. S. Ventura, C.A.G. Sasaki and S.P. Sorella"
hep-th/9712231,1997,Covariant actions for chiral supersymmetric bosons,Kurt Lechner
hep-th/9709161,1997,'t Hooft Conditions in Supersymmetric Dual Theories,Gustavo Dotti
hep-th/9704069,1997,Generalized cohomologies and the physical subspace of the $SU(2)$ WZNW model,"Michel Dubois-Violette, Ivan T. Todorov"
hep-th/9705234,1997,Characters of admissible representations of the affine superalgebra sl(2|1),"P.Bowcock, M.Hayes, A.Taormina (Durham University)"
hep-th/9702123,1997,Osp(1|8)-Gravity,"T. Hurth, P. van Nieuwenhuizen, C.R. Preitschopf, A. Waldron"
hep-th/9710157,1997,Continuum and Lattice Coulomb-Gauge Hamiltonian,Daniel Zwanziger (New York University)
hep-th/9706099,1997,Non-holomorphic terms in N=2 SUSY Wilsonian actions and RG equation,"Diego Bellisai (Rome Tor Vergata U.), Francesco Fucito (INFN, Roma2), Marco Matone (Padova U. and INFN, Padova) and Gabriele Travaglini (Rome La Sapienza U. and INFN, Roma2)"
hep-th/9701138,1997,Classical integrability of chiral $QCD_{2}$ and classical curves,Robert de Mello Koch and Jo\~ao P. Rodrigues
hep-th/9703117,1997,Three dimensional strings. I. Classical theory,Eduardo Ramos
hep-th/9710096,1997,"Conformal Invariance and Duality in Self-Dual Gravity and (2,1) Heterotic String Theory",M. Abou Zeid and C. M. Hull
hep-th/9709076,1997,Conjectured Z_2-Orbifold Constructions of Self-Dual Conformal Field Theories at Central Charge 24 - the Neighborhood Graph,P.S. Montague
hep-th/9710057,1997,Matrix Theory on Non-Orientable Surfaces,Gysbert Zwart
hep-th/9708151,1997,On redefinitions of variables in gauge field theory,S. M. Klishevich
hep-th/9704209,1997,Antisymplectic Gauge Theories,"Igor Batalin,Robert Marnelius"
hep-th/9711167,1997,The Quantum Aspects of Relativistic Fermion Systems with Particle Condensation,S. Ying
hep-th/9710116,1997,"Webs of (p,q) 5-branes, Five Dimensional Field Theories and Grid Diagrams","Ofer Aharony, Amihay Hanany, Barak Kol"
hep-th/9706018,1997,BFT Hamiltonian Embedding of Non-Abelian Self-Dual Model,Yong-Wan Kim and K.D. Rothe
hep-th/9704083,1997,Matrix Ernst Potentials and Orthogonal Symmetry for Heterotic String in Three Dimensions,Alfredo Herrera-Aguilar and Oleg Kechkin
hep-th/9708020,1997,Local Reference Frames and Quantum Space-time,S. Mayburov
hep-th/9704014,1997,One-loop Effective Action for a Generic 2D Dilaton Gravity Theory,A. Mikovic and V. Radovanovic
hep-th/9702165,1997,Orientifold Limit of F-theory Vacua,Ashoke Sen
hep-th/9706109,1997,Branes And The Dynamics Of QCD,Edward Witten
hep-th/9712084,1997,M-Theory and U-duality on T^d with Gauge Backgrounds,"N.A. Obers, B. Pioline and E. Rabinovici"
hep-th/9712055,1997,M(atrix) Theory on the Negative Light-Front,Soo-Jong Rey
hep-th/9705007,1997,Extended antifield-formalism,"Friedemann Brandt, Marc Henneaux, Andr\'{e} Wilch"
hep-th/9712115,1997,Massive Branes,"E. Bergshoeff, Y. Lozano and T. Ortin"
hep-th/9705158,1997,Non-perturbative Evaluation of the Effective Potential of $\lambda\phi^4$ Theory at Finite Temperature under the Super-Daisy Approximation,"Jiro Arafune, Kenzo Ogure and Joe Sato"
hep-th/9712052,1997,Constrained Dynamics for Quantum Mechanics I. Restricting a Particle to a Surface,Hendrik Grundling and C.A. Hurst
hep-th/9709046,1997,"Schwinger-Dyson Equation, Area Law and Chiral Symmetry in QCD","G. M. Prosperi (Dipartimento di Fisica dell'Universita`, Milano INFN)"
hep-th/9707077,1997,Realizations of Causal Manifolds by Quantum Fields,Heinrich Saller (MPI f. Physik)
hep-th/9701183,1997,The Phase Structure of the Gross-Neveu Model with Thirring Interaction at the Next to Leading Order of 1/N Expansion,Takashi Dateki (Nagoya university)
hep-th/9709180,1997,Duality in Quantum Field Theory (and String Theory),Luis Alvarez-Gaume and Frederic Zamora
hep-th/9712063,1997,Statistical mechanics of D0-branes and black hole thermodynamics,H. Liu and A.A. Tseytlin
hep-th/9711022,1997,Zero-mode contribution to the light-front Hamiltonian of Yukawa type models,"A.B.Bylev, V.A.Franke, E.V.Prokhvatilov"
hep-th/9701180,1997,Quantum Field Theory in a Symmetric Curved Space from a Second Quantization on a Group,"M. Calixto, V. Aldaya and M. Navarro"
hep-th/9712106,1997,Generation of multipole moments by external field in Born-Infeld non-linear electrodynamics,"Dariusz Chruscinski, Jerzy Kijowski"
hep-th/9708113,1997,Toy Model for Breaking Super Gauge Theories at the Effective Lagrangian Level,Francesco Sannino (Syracuse Univ. USA) and Joseph Schechter (Syracuse Univ. USA)
hep-th/9709080,1997,Two Massive and One Massless Sp(4) Monopoles,Kimyeong Lee and Changhai Lu
