author1,author2,first_year,weight
A. Chamblin,A. Karch,2000,1
A. Chamblin,A. Nayeri,2000,1
A. Chamblin,D. Brecher,2000,2
A. Chamblin,G. W. Gibbons,1998,3
A. Chamblin,H. S. Reall,1999,3
A. Chamblin,J. M. A. Ashbourn-Chamblin,1996,1
A. Chamblin,M. Banados,1999,1
A. Chamblin,M. J. Perry,1997,2
A. Chamblin,R. Emparan,1996,2
A. Chamblin,S. W. Hawking,1999,1
A. Chamorro,K. S. Virbhadra,1994,2
A. Chenaghlou,E. Corrigan,2000,1
A. Chenaghlou,H. Fakhri,2002,1
A. Chervov,D. Talalaev,2003,1
A. Chervyakov,H. Kleinert,1999,1
A. Chou,J. Rahmfeld,1997,1
A. Chou,M. Shmakova,1997,1
A. Chou,R. Kallosh,1997,1
A. Chou,S.-J. Rey,1997,1
A. Chou,W. K. Wong,1997,1
A. Collino,M. Jinzenji,1996,1
A. Collinucci,M. De Roo,2002,1
A. Collinucci,M. G. C. Eenink,2002,1
A. Connes,D. Kreimer,1999,1
A. Constandache,Ashok Das,2001,2
A. Constandache,F. Toppan,2001,1
A. Constandache,J. C. Brunelli,2002,1
A. Constantin,C. Bizdadea,2000,1
A. Constantin,S. O. Saliu,2000,1
A. Coste,C. Itzykson,1996,1
A. Coste,M. Bauer,1996,1
A. Coste,P. Ruelle,1996,1
A. Coste,Ph. Ruelle,2000,1
A. Coste,T. Gannon,2000,1
A. Cucchieri,H. Reinhardt,2002,1
A. Cucchieri,J. C. R. Bloch,2002,1
A. Cucchieri,J. Gattnar,2002,1
A. Cucchieri,K. Langfeld,2002,1
A. Cucchieri,M. Porrati,1994,1
A. Cucchieri,S. Deser,1994,1
A. Cucchieri,T. Mendes,2002,1
A. Culatti,F. Del Aguila,1997,1
A. Culatti,M. Perez-Victoria,1997,1
A. Culatti,R. Munoz-Tapia,1997,1
A. D. Dolgov,I. B. Khriplovich,1997,2
A. D. Jackson,C. B. Lang,2001,1
A. D. Jackson,J. J. M. Verbaarschot,1996,2
A. D. Jackson,K. Splittorff,2001,1
A. D. Jackson,M. K. C Sener,1996,1
A. D. Jackson,M. K. Sener,1997,1
A. D. Jackson,M. Oswald,2001,1
A. D. Mitov,D. Ts. Stoyanov,1997,1
A. D. Mitov,M. N. Stoilov,1997,1
A. D. Odintsov,S. Zerbini,1994,1
A. D. Popov,A. Kling,2002,1
A. D. Popov,C. R. Preitschopf,1995,1
A. D. Popov,H. Roemer,1996,1
A. D. Popov,M. Bordemann,1996,1
A. D. Popov,O. Lechtenfeld,2002,1
A. D. Popov,S. Uhlmann,2002,1
A. D. Popov,T. A. Ivanova,1995,3
A. D. Speliotopoulos,B. Rosenstein,1995,1
A. Dabholkar,D. Waldram,1995,1
A. Dabholkar,J. A. Harvey,1995,1
A. Dabholkar,J. P. Gauntlett,1995,1
A. Dabolkhar,M. O Loughlin,1992,1
A. Dabolkhar,M. R. Douglas,1992,1
A. Dabolkhar,T. Banks,1992,1
A. Dadda,L. Magnea,1993,2
A. Dadda,M. Billo,1996,7
A. Dadda,M. Caselle,1992,9
A. Dadda,P. Provero,1998,6
A. Dadda,S. Panzeri,1992,5
A. Das,C. A. P. Galvao,1992,1
A. Das,C. Rasinariu,1997,1
A. Das,C. Wotzasek,1995,1
A. Das,E. Sezgin,1992,1
A. Das,H. Aratyn,1997,1
A. Das,J. C. Brunelli,1994,4
A. Das,R. Amorim,1995,1
A. Das,Z. Khviengia,1992,1
A. Dasgupta,J. Ambjorn,2002,1
A. Dasgupta,J. Jurkiewicz,2002,1
A. Dasgupta,R. Loll,2001,2
A. Davidson,B. F. Toner,2002,1
A. Davidson,K. C. Wali,2002,1
A. Davidson,R. R. Volkas,2002,1
A. De Castro,A. Restuccia,1997,4
A. De Freitas,H. L. Wong,1999,1
A. De Freitas,Z. Bern,1999,1
A. De Giovanni,A. Santambrogio,1999,1
A. De Giovanni,D. Zanon,1997,2
A. De Giovanni,M. Rocek,1997,1
A. De Giovanni,M. T. Grisaru,1997,1
A. De Giovanni,R. Von Unge,1997,1
A. De La Macorra,C. P. Burgess,1997,2
A. De La Macorra,F. Quevedo,1997,2
A. De La Macorra,G. German,2000,1
A. De La Macorra,I. Maksymyk,1997,2
A. De La Macorra,M. Mondragon,2000,1
A. De Martino,M. Moriconi,1998,3
A. De Souza Dutra,A. F. De Queiroz,2000,1
A. De Souza Dutra,A. M. Stuchi,2002,1
A. De Souza Dutra,A. S. De Castro,2003,1
A. De Souza Dutra,C. Farina,1994,1
A. De Souza Dutra,C. P. Natividade,2000,2
A. De Souza Dutra,D. Dalmazi,1994,6
A. De Souza Dutra,E. M. C. Abreu,2002,1
A. De Souza Dutra,H. Boschi-Filho,1994,2
A. De Souza Dutra,L. V. Belvedere,2000,1
A. De Souza Dutra,Marcelo Hott,1994,4
A. De Souza Dutra,V. G. C. S. Dos Santos,2002,1
A. Debenedictis,K. S. Viswanathan,1999,1
A. Deckmyn,K. Thielemans,1993,1
A. Delgado,G. V. Gersdorff,2002,1
A. Delgado,K. Agashe,2002,1
A. Delgado,M. Quiros,2002,1
A. Delgado,M. Redi,2003,1
A. Della Selva,J. Magnin,1995,1
A. Della Selva,L. Masperi,1995,1
A. Demichev,A. Tureanu,2000,3
A. Demichev,M. Chaichian,1998,6
A. Demichev,M. M. Sheikh-Jabbari,2000,2
A. Demichev,P. Presnajder,1998,6
A. Dettki,A. Wipf,1993,2
A. Dettki,I. Sachs,1993,2
A. Dhar,Y. Kitazawa,2000,2
A. Dimakis,C. Tzanakis,1995,1
A. Dimakis,F. Mueller-Hoissen,1995,3
A. Dimakis,F. Muller-Hoissen,1994,6
A. Dimakis,F. Vanderseypen,1994,1
A. Dimakis,H. C. Baehr,1994,1
A. Dobado,D. Espriu,1999,1
A. Dobado,J. Alfaro,1999,1
A. Dobrosielski,A. Krajewska,1993,1
A. Dobrosielski,P. Caban,1993,1
A. Dobrosielski,Z. Walczak,1993,1
A. Donini,B. Gavela,1998,1
A. Donini,E. Gabrielli,1998,1
A. Dresse,H. Caprasse,1994,1
A. Dresse,M. Henneaux,1993,1
A. Dubikovsky,K. Sveshnikov,1994,2
A. Dubin,D. Wyler,1995,1
A. Duncan,C. M. Bender,1993,1
A. Duncan,H. F. Jones,1993,1
A. Duncan,S. Pernice,1996,1
A. Duviryak,V. Shpytko,1998,1
A. Duviryak,V. Tretyak,1998,1
A. Dymarsky,V. Pestun,2003,1
A. E. Chubykalo,M. W. Evans,1996,1
A. E. Chubykalo,R. Smirnov-Rueda,1996,1
A. E. Dorokhov,N. G. Stefanis,1996,1
A. E. Dorokhov,N. I. Kochelev,1996,1
A. E. Dorokhov,S. V. Esaibegyan,1996,1
A. E. Faraggi,J. M. Isidro,2002,1
A. E. Faraggi,M. Matone,1997,1
A. E. Faraggi,R. Garavuso,2002,1
A. E. Gonc Calves,D. M. Gitman,1996,2
A. E. Gonc Calves,I. V. Tyutin,1996,2
A. E. Goncalves,D. M. Gitman,1994,4
A. E. Goncalves,F. L. Williams,1997,4
A. E. Goncalves,I. Brevik,1997,2
A. E. Goncalves,I. V. Tyutin,1994,1
A. E. Goncalves,M. C. Falleiros,2001,1
A. E. Goncalves,M. Simoes,1999,1
A. E. Goncalves,S. D. Odintsov,1997,3
A. E. Goncalves,S. Nojiri,1998,1
A. E. Goncalves,S. P. Gavrilov,2000,2
A. E. Goncalves,S. Zerbini,2000,1
A. E. Goncalves,W. Da Cruz,1998,1
A. E. Goncalves,Z. G. Kuznetsova,2001,1
A. E. Gonccalves,D. M. Gitman,1994,2
A. E. Gonccalves,I. V. Tyutin,1994,1
A. E. Kudryavtsev,B. M. A. G. Piette,1999,1
A. E. Kudryavtsev,V. A. Gani,1999,3
A. E. Kudryavtsev,V. A. Lensky,2001,1
A. E. Kudryavtsev,W. J. Zakrzewski,1999,1
A. E. Motter,B. M. Pimentel,1998,1
A. E. Motter,M. J. Menon,1998,1
A. E. Nelson,Z. Chacko,1999,1
A. E. Santana,A. Matos Neto,1998,2
A. E. Santana,A. P. C. Malbouisson,2002,1
A. E. Santana,A. Ribeiro Filho,2002,1
A. E. Santana,F. C. Khanna,1996,5
A. E. Santana,J. C. Da Silva,2002,1
A. E. Santana,J. D. M. Vianna,1998,1
A. E. Santana,J. M. C. Malbouisson,2002,1
A. E. Santana,L. M. Abreu,2002,1
A. E. Santana,R. Muradian,1998,1
A. E. Santana,S. P. Kim,1999,1
A. E. Santana,T. Kopf,1996,2
A. E. Santana,Y. Takahashi,1998,1
A. El Hassouni,E. H. Zakkari,2003,1
A. El Hassouni,M. El Baz,2003,1
A. El Hassouni,Y. Hassouni,2003,1
A. El Rhalami,E. H. Saidi,2001,2
A. El Rhalami,E. M. Sahraoui,2001,1
A. El Rhalami,I. Benkaddour,2001,1
A. El. Rhalami,E. H. Saidi,2000,1
A. El. Rhalami,I. Benkaddour,2000,1
A. F. De Lima,A. N. Vaidya,2002,1
A. F. De Lima,K. De Araujo Ferreira,2002,1
A. F. De Lima,R. De Lima Rodrigues,2002,2
A. F. De Queiroz,C. P. Natividade,2000,1
A. F. De Queiroz,L. V. Belvedere,2000,1
A. F. Pasqua,B. L. Cerchiai,2001,2
A. F. Pasqua,B. Zumino,2001,2
A. F. Pasqua,D. Brace,2001,1
A. F. Pasqua,U. Varadarajan,2001,1
A. F. R De Toledo Piza,Chi-Yong Lin,1998,1
A. F. R De Toledo Piza,E. R. Takano Natti,1998,1
A. F. R De Toledo Piza,P. L. Natti,1998,1
A. F. R. De Toledo Piza,P. L. Natti,1997,1
A. F. Ranada,J. L. Trueba,1998,1
A. Fabbri,A. Zelnikov,2000,1
A. Fabbri,C. Barbachoux,2002,1
A. Fabbri,D. J. Navarro,1999,5
A. Fabbri,G. J. Olmo,2002,1
A. Fabbri,I. Shapiro,1999,1
A. Fabbri,J. Cruz,1998,2
A. Fabbri,J. G. Russo,1995,1
A. Fabbri,J. Navarro-Salas,1998,6
A. Fabbri,P. Nicolini,2000,1
A. Fabbri,P. Sutton,2000,1
A. Fabbri,R. Balbinot,1998,4
A. Fabbri,V. Frolov,2000,1
A. Faessler,C. Daskaloyannis,1994,1
A. Faessler,D. Bonatsos,1994,1
A. Faessler,D. Ellinas,1994,1
A. Fayyazuddin,D. J. Smith,1997,1
A. Fayyazuddin,K. Zarembo,1997,1
A. Fayyazuddin,M. Spalinski,1997,2
A. Fayyazuddin,O. Bergman,1998,2
A. Fayyazuddin,P. Olesen,1997,1
A. Fayyazuddin,Y. Makeenko,1997,1
A. Feinstein,K. E. Kunze,2000,3
A. Feinstein,M. A. Vazquez-Mozo,1997,6
A. Feinstein,Ruth Lazkoz,1997,1
A. Felce,C. Callan,1992,1
A. Felce,D. Freed,1992,1
A. Feoli,G. Lambiase,1997,2
A. Feoli,G. Papini,1997,1
A. Feoli,G. Scarpetta,1994,4
A. Feoli,V. V. Nesterenko,1994,3
A. Ferrando,A. Jaramillo,1994,3
A. Ferrando,S. Shabanov .,1997,1
A. Ferrando,V. Vento,1994,1
A. Flachi,D. J. Toms,2000,3
A. Flachi,J. Garriga,2003,1
A. Flachi,O. Pujolas,2003,2
A. Flachi,T. Tanaka,2003,1
A. Foerster,H. O. Girotti,1994,1
A. Foerster,P. S. Kuhn,1994,1
A. Font,A. Kumar,1999,1
A. Font,A. M. Uranga,1994,4
A. Font,D. Lust,1999,1
A. Font,F. Quevedo,1995,2
A. Font,G. Aldazabal,1994,7
A. Font,G. Violero,1997,2
A. Font,L. E. Ibanez,1994,7
A. Font,R. Blumenhagen,1999,1
A. Forge,A. Giveon,1995,4
A. Forge,E. Rabinovici,1995,4
A. Forge,K. Intriligator,1996,1
A. Forge,S. Elitzur,1995,4
A. Fotopoulos,T. R. Taylor,1998,1
A. Fring,A. G. Bytsko,1997,4
A. Fring,A. Zapletal,1998,1
A. Fring,B. J. Schulz,1999,2
A. Fring,C. Korff,1999,6
A. Fring,D. I. Olive,1994,1
A. Fring,F. Gohmann,2002,1
A. Fring,G. Mussardo,1992,2
A. Fring,H. Babujian,1998,1
A. Fring,J. Dreissig,2002,1
A. Fring,J. L. Miramontes,1999,1
A. Fring,M. A. C. Kneipp,1994,1
A. Fring,M. Karowski,1998,1
A. Fring,O. A. Castro-Alvaredo,1999,11
A. Fring,P. R. Johnson,1994,1
A. Fring,P. Simonetti,1992,2
A. Fring,R. Koberle,1993,3
A. Fujii,H. Itoyama,2000,2
A. Fujii,R. Kemmoku,1998,1
A. Fujii,S. Mizoguchi,1998,1
A. G. Abanov,P. B. Wiegmann,1999,3
A. G. Agnese,M. La Camera,2001,1
A. G. Bueno,A. V. Razumov,2001,1
A. G. Bueno,L. A. Ferreira,2001,1
A. G. Izergin,A. G. Pronko,1998,1
A. G. Izergin,A. R. Its,1992,1
A. G. Izergin,F. H. L. Essler,1994,1
A. G. Izergin,H. Frahm,1994,1
A. G. Izergin,N. A. Slavnov,1992,1
A. G. Izergin,N. I. Abarenkova,1998,1
A. G. Izergin,V. E. Korepin,1992,2
A. G. Jacksenaev,E. Elizalde,1994,2
A. G. Jacksenaev,I. L. Shapiro,1994,2
A. G. Jacksenaev,S. D. Odintsov,1994,2
A. G. Litvak,A. P. Protogenov,1994,1
A. G. Litvak,V. A. Mironov,1994,1
A. G. M. Pickering,P. C. West,1999,1
A. G. M. Schmidt,A. T. Suzuki,1998,6
A. G. M. Schmidt,E. S. Santos,2002,1
A. G. M. Schmidt,R. Bentin,1998,1
A. G. Mirzabekian,G. A. Vilkovisky,1995,2
A. G. Mirzabekian,V. V. Zhytnikov,1995,1
A. G. Pronko,N. I. Abarenkova,1998,1
A. G. Rodrigues,A. J. Da Silva,2000,1
A. G. Rodrigues,J. M. C. Malbouisson,2000,1
A. G. Rodrigues,M. Gomes,2000,1
A. G. Rojo,Ana Lopez,1994,1
A. G. Rojo,Eduardo Fradkin,1994,1
A. G. Sedrakyan,T. Hakobyan,1993,1
A. G. Sedrakyan,T. S. Hakobyan,1992,2
A. G. Sedrakyan,V. V. Mkhitaryan,2003,1
A. G. Sibiryakov,A. Yu. Segal,1999,1
A. G. Sibiryakov,I. L. Buchbinder,1994,2
A. G. Sibiryakov,I. L. Shapiro,1994,1
A. G. Sibiryakov,S. M. Kuzenko,1995,1
A. G. Ushveridze,G. M. Cicuta,1995,2
A. G. Ushveridze,H. D. Doebner,1997,1
A. G. Ushveridze,K. Lazarow,1997,1
A. G. Ushveridze,S. Stramaglia,1995,1
A. G. Williams,A. Kizilersu,2000,1
A. G. Williams,A. W. Schreiber,1998,2
A. G. Williams,T. Sizer,1998,1
A. G. Williams,V. P. Gusynin,1998,1
A. G. Zorin,D. V. Galtsov,2001,1
A. G. Zorin,M. Yu. Zotov,2001,1
A. G. Zorin,V. V. Dyadichev,2001,1
A. Gabor,L. Feher,2001,1
A. Galajinsky,E. Ivanov,2001,2
A. Galajinsky,S. Bellucci,1997,4
A. Galajinsky,S. Krivonos,2001,2
A. Galante,V. Azcoiti,1999,1
A. Galperin,E. Ivanov,1992,1
A. Galperin,E. Sokatchev,1992,5
A. Galperin,F. Delduc,1992,1
A. Galperin,J. Bagger,1994,1
A. Galperin,O. Ogievetsky,1992,2
A. Galperin,P. Howe,1992,1
A. Gamba,A. S. Cattaneo,1994,2
A. Gamba,G. Bonacina,1992,1
A. Gamba,I. Kolokolov,1992,1
A. Gamba,M. Martellini,1992,4
A. Gamba,P. Cotta-Ramusino,1995,1
A. Ganchev,J. Fuchs,1994,1
A. Ganchev,P. Vecsernyes,1994,1
A. Gangopadhyaya,A. Pagnamenta,1994,1
A. Gangopadhyaya,C. Rasinariu,1998,4
A. Gangopadhyaya,J. V. Mallow,1998,1
A. Gangopadhyaya,P. Panigrahi,1998,1
A. Gangopadhyaya,R. Dutt,1998,3
A. Gangopadhyaya,S. Chaturvedi,1998,1
A. Gangopadhyaya,U. P. Sukhatme,1998,1
A. Gangopadhyaya,U. Sukhatme,1994,4
A. Garcia,M. Cataldo,2000,1
A. Garcia,N. Cruz,2000,1
A. Garcia,S. Del Campo,2000,1
A. Gerasimov,A. Marshakov,1996,1
A. Gerasimov,A. Mironov,1994,2
A. Gerasimov,A. Morozov,1994,3
A. Gerasimov,D. Lebedev,1994,1
A. Gerasimov,K. Selivanov,2000,1
A. Gerasimov,M. Olshanetsky,1996,1
A. Gerasimov,S. Kharchev,1996,1
A. Gerasimov,S. Khoroshkin,1994,1
A. Gerhold,H. Grosse,2000,2
A. Gerhold,J. Grimstrup,2000,1
A. Gerhold,J. M. Grimstrup,2002,1
A. Gerhold,L. Popp,2000,2
A. Gerhold,M. Ertl,2002,1
A. Gerhold,M. Schweda,2000,2
A. Gerhold,R. Wulkenhaar,2000,2
A. Gerhold,V. Putz,2002,1
A. Ghodsi,F. Ardalan,2002,1
A. Ghodsi,H. Arfaei,2002,1
A. Ghodsi,M. R. Garousi,2002,1
A. Ghosh,A. Kundu,1995,1
A. Ghosh,G. Bhattacharya,1993,1
A. Ghosh,G. Pollifrone,1998,2
A. Ghosh,G. Veneziano,1998,3
A. Ghosh,J. Maharana,1999,1
A. Ghosh,John Ellis,1999,1
A. Ghosh,N. E. Mavromatos,1999,1
A. Ghosh,P. Mitra,1993,8
A. Ghosh,R. Madden,1999,1
A. Giaquinto,J. J. Zhang,1993,1
A. Giveon,A. Kehagias,2001,1
A. Giveon,A. Schwimmer,1994,3
A. Giveon,A. Zaffaroni,1994,2
A. Giveon,D. Kutasov,1997,11
A. Giveon,E. Kiritsis,1993,1
A. Giveon,E. Rabinovici,1993,10
A. Giveon,G. Veneziano,1994,1
A. Giveon,H. Partouche,2001,1
A. Giveon,K. Intriligator,1996,1
A. Giveon,L. Girardello,1994,2
A. Giveon,M. Porrati,1994,5
A. Giveon,N. Seiberg,1998,1
A. Giveon,O. Pelc,1999,1
A. Giveon,S. Elitzur,1994,9
A. Goldhaber,H. Singh,1996,1
A. Goldhaber,R. Parwani,1996,1
A. Gomberoff,C. Teitelboim,1997,2
A. Gomberoff,M. Henneaux,1997,2
A. Gomberoff,S. Deser,1997,2
A. Gomez Nicola,D. A. Steer,1998,4
A. Gomez Nicola,R. J. Rivers,1998,4
A. Gomez Nicola,T. S. Evans,2000,2
A. Gonzalez Ruiz,H. J. De Vega,1992,1
A. Gonzalez--Ruiz,H. J. De Vega,1993,4
A. Gonzalez--Ruiz,R. Cuerno,1993,1
A. Gonzalez-Arroyo,A. Montero,1996,2
A. Gonzalez-Arroyo,C. Pena,1998,6
A. Gonzalez-Arroyo,E. Gabrielli,1999,1
A. Gonzalez-Arroyo,M. Garcia Perez,1999,3
A. Gonzalez-Arroyo,P. Van Baal,1999,2
A. Gonzalez-Lopez,D. Gomez-Ullate,2000,4
A. Gonzalez-Lopez,F. Finkel,2001,3
A. Gonzalez-Lopez,M. A. Rodriguez,2000,4
A. Gonzalez-Lopez,R. Zhdanov,2001,3
A. Gorsky,A. Johansen,1993,1
A. Gorsky,A. Marshakov,1995,6
A. Gorsky,A. Mironov,1995,8
A. Gorsky,A. Morozov,1995,4
A. Gorsky,A. Odesskii,2001,1
A. Gorsky,A. Orlov,1995,1
A. Gorsky,A. Vainshtein,2000,1
A. Gorsky,A. Yung,2000,1
A. Gorsky,C. Korthels-Altes,2001,1
A. Gorsky,G. Korchemsky,2002,1
A. Gorsky,H. Braden,2001,1
A. Gorsky,I. I. Kogan,2001,3
A. Gorsky,I. Krichever,1995,1
A. Gorsky,K. Selivanov,1999,4
A. Gorsky,M. Shifman,1999,2
A. Gorsky,N. Nekrasov,1993,3
A. Gorsky,S. Gukov,1997,2
A. Gorsky,V. Fock,1999,1
A. Gorsky,V. Rubtsov,1995,5
A. Gorsky,Z. Berezhiani,2002,1
A. Grassi,E. Witten,1996,1
A. Grassi,P. Candelas,2000,1
A. Grassi,R. Donagi,1996,1
A. Grassi,V. Braun,2000,1
A. Grassi,X De La Ossa,2000,1
A. Gregori,B. Pioline,1997,1
A. Gregori,C. Kounnas,1997,3
A. Gregori,E. Kiritsis,1997,1
A. Gregori,J. Rizos,1999,1
A. Gregori,N. A. Obers,1997,1
A. Gregori,P. M. Petropoulos,1997,2
A. Gruppuso,G. Venturi,2000,1
A. Gruppuso,R. Casadio,2000,2
A. Guerra,F. T. Brandt,1997,1
A. Guerra,J. Frenkel,1997,1
A. Gusev,D. Blaschke,2001,2
A. Gusev,D. Proskurin,2001,2
A. Gusev,S. Vinitsky,2002,1
A. Gusev,V. Pervushin,2001,2
A. H. Bilge,Cs. Koccak,1996,2
A. H. Bilge,S. Kocak,1996,4
A. H. Bilge,T. Dereli,1996,6
A. H. Bougourzi,B. Si-Lakhal,1997,1
A. H. Bougourzi,M. A. El Gradechi,1992,1
A. H. Bougourzi,Robert A. Weston,1993,4
A. H. Castro Neto,A. O. Caldeira,1993,1
A. H. Chamseddine,D. Klemm,2002,1
A. H. Chamseddine,D. Zanon,2002,1
A. H. Chamseddine,G. Felder,1992,1
A. H. Chamseddine,J. Fr/Ohlich,1993,1
A. H. Chamseddine,J. Frohlich,1992,5
A. H. Chamseddine,K. Behrndt,1998,1
A. H. Chamseddine,K. Meissner,1992,1
A. H. Chamseddine,L. Martucci,2002,1
A. H. Chamseddine,O. Grandjean,1995,1
A. H. Chamseddine,S. Cacciatori,2002,1
A. H. Chamseddine,T. T. Burwick,1992,2
A. H. Chamseddine,W. A. Sabra,1998,10
A. H. Fariborz,D. G. C. Mckeon,1996,1
A. H. Fatollahi,A. M. Ghezelbash,1998,1
A. H. Fatollahi,F. Ardalan,1997,1
A. H. Fatollahi,K. Kaviani,1996,4
A. H. Fatollahi,M. Alishahiha,1996,1
A. H. Fatollahi,S. Parvizi,1997,3
A. H. Hamici,A. Smida,2001,1
A. H. Hamici,M. Hachemane,2001,1
A. H. Hamici,R. Djelid,2001,1
A. H. Rezaeian,M. R. Setare,2000,1
A. H. Yeranyan,R. M. Avagyan,2002,1
A. H. Zimerman,C. P. Constantinidis,1992,3
A. H. Zimerman,E. Nissimov,1994,2
A. H. Zimerman,E. P. Gueuvoghlanian,2000,7
A. H. Zimerman,F. E. Mendoncca Da Silveira,1998,2
A. H. Zimerman,G. M. Sotkov,1998,13
A. H. Zimerman,H. Aratyn,1992,17
A. H. Zimerman,I. Cabrera-Carnero,2001,2
A. H. Zimerman,J. F. Gomes,1992,27
A. H. Zimerman,L. A. Ferreira,1992,15
A. H. Zimerman,R. M. Ricotta,1992,1
A. H. Zimerman,R. T. Medeiros,1993,1
A. H. Zimerman,S. Pacheva,1994,2
A. Hamid Bougourzi,Luc Vinet,1994,2
A. Hammou,E. Gava,1999,1
A. Hammou,J. F. Morales,1999,1
A. Hammou,K. S. Narain,1999,1
A. Hanany,A. Rajaraman,1999,1
A. Hanany,A. Zaffaroni,1998,1
A. Hanany,B. Kol,1999,1
A. Hanany,B. Pioline,2000,1
A. Hanany,J. Sonnenschein,1994,1
A. Hanany,K. Intriligator,1997,1
A. Hanany,M. J. Strassler,1997,1
A. Hanany,M. R. Plesser,1994,1
A. Hanany,N. Seiberg,1997,1
A. Hanany,O. Aharony,1997,1
A. Hanany,Y. Frishman,1994,1
A. Hanany,Y. Oz,1994,1
A. Harindranath,Asit K. De,2002,1
A. Harindranath,Asmita Mukherjee,1999,3
A. Harindranath,Dipankar Chakrabarti,1999,4
A. Harindranath,J. P. Vary,1999,2
A. Harindranath,K. G. Wilson,1994,1
A. Harindranath,L. Martinovic,1999,2
A. Harindranath,R. J. Perry,1994,1
A. Harindranath,Raghunath Ratabole,2000,2
A. Harindranath,Rajen Kundu,1999,1
A. Harindranath,S. Glazek,1994,1
A. Harindranath,T. Walhout,1994,1
A. Harindranath,W. M. Zhang,1994,1
A. Hashimoto,I. R. Klebanov,1996,1
A. Hashimoto,J. M. Maldacena,1996,1
A. Hashimoto,S. S. Gubser,1996,1
A. Havare,I. Acikgoz,2001,1
A. Havare,K. Sogut,2001,2
A. Havare,N. Unal,2002,1
A. Havare,S. Gonen,2002,2
A. Hegedus,J. Balog,2001,2
A. Herat,P. Suranyi,2000,1
A. Herat,R. Rademacher,2000,1
A. Herrera,O. Kechkin,1996,3
A. Hietamaki,A. J. Niemi,1992,1
A. Holfter,M. Paschke,2002,1
A. Honecker,D. C. Cabra,1997,1
A. Honecker,G. Mussardo,1997,1
A. Honecker,G. Von Gehlen,1992,2
A. Honecker,J. De Boer,1993,1
A. Honecker,K. Hornfeck,1994,2
A. Honecker,L. Feher,1993,2
A. Honecker,N. S. Han,1993,1
A. Honecker,P. Pujol,1997,1
A. Honecker,R. Blumenhagen,1992,3
A. Honecker,R. Huebel,1992,5
A. Honecker,W. Eholzer,1992,6
A. Hulsebos,C. P. Korthals-Altes,1994,1
A. Hulsebos,S. Nicolis,1994,1
A. I Zelnikov,Yu. V. Gusev,1998,1
A. I. Bugrij,L. L. Jenkovszky,1995,1
A. I. Bugrij,O. O. Lisovy,2001,1
A. I. Bugrij,V. N. Shadura,1995,4
A. I. Davydychev,M. Yu. Kalmykov,2000,4
A. I. Davydychev,R. Delbourgo,1997,3
A. I. Ivanov,A. Mueller,1999,1
A. I. Ivanov,M. Faber,1999,1
A. I. Ivanov,N. I. Troitskaya,1999,1
A. I. Karanikas,C. N. Ktorides,1999,4
A. I. Karanikas,S. D. Avramis,2002,1
A. I. Milstein,R. Zh. Shaisultanov,1996,1
A. I. Milstein,V. N. Baier,1996,1
A. I. Milstein.,R. N. Lee,1995,1
A. I. Mudrov,K. B. Varnashev,1998,1
A. I. Neelov,M. V. Ioffe,2002,2
A. I. Nesterov,F. Aceves De La Cruz,2002,1
A. I. Pashnev,J. J. Rosales,2001,1
A. I. Pashnev,V. I. Tkach,2001,1
A. I. Sokolov,E. V. Orlov,1998,4
A. I. Sokolov,S. A. Antonenko,1998,1
A. I. Sokolov,S. S. Kashtanov,1998,2
A. I. Sokolov,V. A. Ulkov,1998,2
A. I. Veselov,A. V. Smilga,1997,2
A. I. Veselov,M. I. Polikarpov,1997,1
A. I. Veselov,M. N. Chernodub,1997,1
A. I. Volovich,I. V. Volovich,1997,1
A. I. Volovich,I. Ya. Arefeva,1997,1
A. I. Volovich,K. S. Viswanathan,1997,1
A. I. Zelnikov,D. V. Fursaev,1995,3
A. I. Zelnikov,V. P. Frolov,1995,3
A. I. Zelnikov,Yu. V. Gusev,1999,1
A. Ilakovac,M. Kolanovic,1999,2
A. Ilakovac,P. Prester,1999,2
A. Ilakovac,S. Pallua,1999,2
A. Ilha,C. Wotzasek,2001,3
A. Ilha,D. Bazeia,2001,1
A. Ilha,J. R. S. Nascimento,2001,2
A. Ilha,M. A. Anacleto,2001,1
A. Ilha,R. F. Ribeiro,2001,2
A. Imaanpur,H. Fakhri,2003,1
A. Imaanpur,J. M. Figueroa-Ofarrill,1997,1
A. Imaanpur,J. Mccarthy,1997,1
A. Iorio,C. Wiesendanger,1996,1
A. Iorio,D. Zappala,2002,1
A. Iorio,E. Celeghini,1998,1
A. Iorio,G. Lambiase,2002,1
A. Iorio,G. Vitiello,1998,2
A. Iorio,I. Sachs,1996,1
A. Iorio,L. Oraifeartaigh,1996,2
A. Iorio,M. Rasetti,1998,1
A. Iorio,P. Castorina,2002,1
A. Iorio,S. De Martino,1998,1
A. Iorio,S. De Siena,1998,1
A. Iorio,S. Wolf,2000,1
A. Iorio,T. Sykora,2001,1
A. Ishikawa,H. Itoyama,1994,2
A. Ishikawa,M. Anazawa,1994,2
A. Iskandar,U. Harder,1994,1
A. Iskandar,W. Mcghee,1994,1
A. J. Bordner,E. Corrigan,1998,2
A. J. Bordner,K. Takasaki,1998,1
A. J. Bordner,N. S. Manton,1999,1
A. J. Bordner,R. Sasaki,1998,5
A. J. Da Silva,A. Y. Petrov,2001,1
A. J. Da Silva,A. Yu. Petrov,2001,3
