author,first_year,n_papers,affiliations_seen
A. Schilling,1997,1,[]
A. Schwarz,1995,11,"['UCDavis, IHES']"
A. Schwimmer,1992,13,"['Weizmann Institute of science, Israel', 'Weizmann Institute']"
A. Sciarrino,1994,3,[]
A. Sedrakyan,1992,7,[]
A. Sen,1992,1,[]
A. Sevrin,1992,20,[]
A. Shafei Deh Abad,1994,4,[]
A. Shafiekhani,1995,5,[]
A. Shapere,1995,1,[]
A. Shariati,1994,5,[]
A. Shcherbakov,2001,2,[]
A. Shirzad,1993,5,[]
A. Shishanin,2003,1,[]
A. Shuvaev,1997,1,[]
A. Simoni,1992,3,[]
A. Singh,1992,1,[]
A. Sirlin,2000,1,['New York U.']
A. Sissakian,1998,2,[]
A. Sitarz,1996,1,[]
A. Smailagic,1992,16,[]
A. Smida,2001,1,[]
A. Smilga,1994,6,[]
A. Soloshenko,2002,1,[]
A. Solovyov,2000,3,[]
A. Sorin,1994,18,[]
A. Sotomayor,2000,1,[]
A. Starinets,1999,4,['Department of Physics NYU']
A. Steif,1992,1,[]
A. Stern,1992,27,[]
A. Strohmaier,1999,1,[]
A. Strominger,1992,16,['Harvard']
A. Subbotin,1995,1,[]
A. Sudbery,1993,2,[]
A. Sugamoto,1995,6,['Ochanomizu U.']
A. Sule,2002,1,['IIT-Bombay']
A. Sutulin,1994,2,[]
A. T. Banin,1995,6,"['Institute of Mathematics, Novosibirsk']"
A. T. Filippov,1992,8,"['JINR, Dubna, Russia,RIMS, Kyoto-U., Kyoto, Japan']"
A. T. Flournoy,2000,3,[]
A. T. Kotwicki,1996,1,[]
A. T. Suzuki,1995,7,[]
A. Takahashi,1999,1,[]
A. Taleb,1999,1,[]
A. Tanzini,1997,12,"['LPTHE, Paris VI-VII']"
A. Taormina,1992,9,['Durham University']
A. Tarancon,1999,1,[]
A. Tenorio,1998,1,[]
A. Teschendorff,1997,3,[]
A. Tofighi,1998,1,[]
A. Tokura,1996,3,[]
A. Tomasiello,1999,7,[]
A. Toon,1992,2,[]
A. Torrielli,2001,2,[]
A. Tort,1997,3,[]
A. Treves,1992,1,[]
A. Tseytlin,1997,1,[]
A. Tsuchiya,1992,9,[]
A. Turbiner,1992,3,"['UNAM, Mexico']"
A. Tureanu,2000,8,[]
A. Uribe,1994,1,[]
A. Ushveridze,1996,3,[]
A. V. Antonov,1995,2,[]
A. V. Barabanschikov,1996,1,[]
A. V. Belitsky,2000,3,[]
A. V. Bratchikov,1997,7,[]
A. V. Galajinsky,1994,10,"['ITP, Univ. Hannover']"
A. V. Gichuk,2003,1,[]
A. V. Ilinskaia,1995,2,[]
A. V. Karabegov,1994,1,[]
A. V. Kartavtsev,2002,1,[]
A. V. Kotikov,1996,2,"['ENSLAPP, Annecy,JINR, Dubna']"
A. V. Kuzmin,2002,2,[]
A. V. Leonidov,1995,1,[]
A. V. Lyakhovskaya,1993,1,[]
A. V. Manohar,1994,2,[]
A. V. Matytsin,1995,1,[]
A. V. Mikhailov,1992,2,[]
A. V. Nefediev,1997,1,['ITEP']
A. V. Nesterenko,1997,1,[]
A. V. Odesskii,2001,1,[]
A. V. Ramallo,1992,24,[]
A. V. Razumov,1993,11,[]
A. V. Romanenko,2002,1,['Kiev Taras Shevtchenko University']
A. V. Ryzhov,2003,1,[]
A. V. Saa,1992,2,[]
A. V. Sevostyanov,1995,1,"['Universite de Bourgogne,Steklov Mathematical Institute']"
A. V. Shpagin,1998,1,[]
A. V. Shurgaia,1997,6,[]
A. V. Sinitskaya,1996,4,[]
A. V. Smilga,1993,22,"['ITEP, Moscow', 'Univ. of Nantes']"
A. V. Sokolov,2003,1,['2']
A. V. Tsiganov,1993,4,['St.Petersburg University']
A. V. Veselov,1994,1,[]
A. V. Yung,1994,2,[]
A. V. Yurov,2002,3,[]
A. V. Zabrodin,1993,4,[]
A. V. Zotov,2003,1,[]
A. Vainshtein,1998,6,[]
A. Valleriani,1992,5,[]
A. Van Hameren,2003,1,[]
A. Van Proeyen,1992,20,[]
A. Varchenko,1994,3,[]
A. Vazquez,1996,1,[]
A. Vereshagin,2003,1,"['1,2']"
A. Veselov,1997,1,[]
A. Vicini,2002,1,[]
A. Vilenkin,2000,1,[]
A. Volovich,1996,1,[]
A. W. Ackley,1995,1,[]
A. W. Owen,2002,2,[]
A. W. Peet,1996,4,"['Princeton University', '2']"
A. W. Schreiber,1998,7,"['University of Adelaide', 'University of Adelaide, Australia', 'Adelaide']"
A. W. W. Ludwig,1994,2,[]
A. Waldron,1997,14,['UC Davis']
A. Watterstam,1992,1,[]
A. Weber,1995,4,[]
A. Wehner,1998,1,['Utah State University']
A. Weinstein,1994,1,[]
A. Wereszczynski,2002,1,[]
A. Westerberg,1994,2,[]
A. Widom,1995,1,[]
A. Wiedemann,1992,1,[]
A. Wilch,1999,1,[]
A. Wipf,1993,19,"['FSU Jena', 'Jena']"
A. Wolski,1992,1,[]
A. Wurtz,2003,1,[]
A. Y. Alekseev,2000,1,[]
A. Y. Marko,1999,1,[]
A. Y. Petrov,2001,1,[]
A. Y. Segal,2002,1,[]
A. Y. Shiekh,1993,3,[]
A. Y. Tishchenko,1995,2,['Dnepropetrovsk state university']
A. Yegulalp,1995,1,[]
A. Yelnikov,2003,1,[]
A. Yildiz,2002,1,[]
A. Yu. Alekseev,1993,12,['Uppsala']
A. Yu. Babansky,1997,3,"['BITP, Ukraine']"
A. Yu. Boldin,1994,1,[]
A. Yu. Kamenshchik,1996,4,[]
A. Yu. Loginov,2002,1,[]
A. Yu. Orlov,1994,2,[]
A. Yu. Petrov,1995,17,"['Department of Theoretical Physics, Tomsk State Pedagogical Institute, Tomsk, Russia', 'Department of Theoretical Physics, Tomsk State Pedagogical Institute Tomsk, Russia', 'Department of Theoretical Physics Tomsk State Pedagogical Institute Tomsk, Russia', 'Department of Theoretical Physics, Tomsk State Pedagogical University, Tomsk, Russia', 'Department of Theoretical Physics, Tomsk State Pedagogical Institute, Russia']"
A. Yu. Segal,1994,9,"['Department of Theoretical Physics, Tomsk State University, Tomsk, Russia', 'Lebedev Physical Institute']"
A. Yu. Volkov,1993,6,[]
A. Yung,2000,6,[]
A. Yurov,2002,1,[]
A. Z. Capri,1994,6,[]
A. Z. Malkin,1993,2,[]
A. Zabrodin,1992,13,[]
A. Zadra,1993,5,[]
A. Zaffaroni,1992,34,[]
A. Zamolodchikov,1993,13,['Rutgers']
A. Zampa,1998,1,[]
A. Zampini,2001,1,[]
A. Zapletal,1993,5,[]
A. Zee,1994,6,"['ITP, UC Santa-Barbara']"
A. Zelnikov,1993,10,[]
A. Zepeda,1998,1,['1']
A. Zhedanov,1996,2,[]
A. Zhitnitsky,1996,1,[]
A. Zhuk,2001,6,[]
A. Zichichi,1993,2,[]
A. Zorich,1997,1,[]
A. Zotov,2000,2,[]
A. Zoupas,1997,1,[]
A.-C. Davis,2002,1,[]
A.~M.~Semikhatov,1992,1,[]
Aalok Misra,2000,7,[]
Aaron Bergman,2000,4,[]
Aaron K. Grant,1993,1,[]
Abbas Ali,1993,6,[]
Abdel-Khalek Khaled,1996,1,"['Dip. di Fisica, INFN, Lecce']"
Abdulmajeed Abdurrahman,1999,1,['Rutherford Lab.']
Abdus Salam,1992,1,[]
Abel Camacho,1996,1,[]
Aberto S. Cattaneo,1995,1,[]
Abha Sood,1995,7,"['1', 'Universit\\""at Oldenburg']"
Abhas Mitra,1999,1,"['BARC, Theory']"
Abhay Ashtekar,1992,13,"['Center for Gravitational Physics,Geometry, Pennsylvania State University']"
Abhijit K. Kshirsagar,1992,1,[]
Abhinav Gupta,2002,1,"[""St. Stephen's College, Delhi University""]"
Abilio De Freitas,1999,2,[]
Abu M. Khan,2002,1,[]
Achim Kempf,1992,8,"['DAMTP, Cambridge, U.K.', 'D.A.M.T.P., Cambridge, UK', 'DAMTP, Cambridge', 'DAMTP, Cambridge, UK']"
Adam Clark,2003,1,[]
Adam D. Helfer,1998,5,[]
Adam F. Falk,1992,1,[]
Adam Falkowski,2000,8,[]
Adam Krawiec,2002,1,[]
Adam Lewandowski,2001,2,[]
Adam M. Bincer,1993,1,[]
Adam Reynolds,2001,1,['MIT']
Adam Ritz,1999,4,[]
Adam Schwimmer,1997,2,[]
Adel Awad,2000,2,['U. of Cincinnati']
Adel Bilal,1992,32,"['Neuchatel University', 'ENS Paris', 'ENS']"
Adel Khoudeir,1997,5,[]
Adel M. Awad,1999,4,[]
Adenauer Casali,2002,1,[]
Adenauer Girardi Casali,2002,1,[]
Adi Armoni,1999,11,"['CERN', 'Ecole Polytechnique']"
Adil Belhaj,2001,4,[]
Adolfo Maia Jr,2002,1,[]
Adolfo Maia Jr.,1996,1,"['Universidade de Campinas, Campinas-SP, Brazil,Brown University, Providence, RI, USA']"
Adria N R. Lugo,1994,1,[]
Adriaan M. J. Schakel,1993,1,[]
Adrian C. Ottewill,2002,1,[]
Adrian Muller,1999,1,[]
Adrian Neagu,1993,1,[]
Adrian Patrascioiu,1998,3,[]
Adrian R. Lugo,1996,10,[]
Adrian Vajiac,2000,1,[]
Adriano Di Giacomo,1996,3,[]
Adriano S. Pedra,1997,1,"[""Universidade Federal do Esp\\'{\\i}rito Santo""]"
Agapitos Hatzinikitas,1997,9,[]
Agustin Nieto,1996,2,"['CERN', 'Ohio State University']"
Aharon Casher,1996,3,[]
Aharon Davidson,1993,5,"['Ben Gurion University of the Negev', 'Ben Gurion']"
Aharon Nudelman,2000,2,[]
Ahmad Ghodsi,2002,1,[]
Ahmad Shariati,1996,1,[]
Ahmed Hindawi,1995,10,[]
Ahmed Jellal,2000,11,[]
Ahmed Meziane,2002,1,[]
Ailin Zhang,2000,1,[]
Ajay Subramanian,1995,1,[]
Akifumi Sako,1996,6,[]
Akihiro Ishibashi,2000,3,[]
Akihiro Murayama,2003,1,[]
Akihiro Nakamura,2001,3,[]
Akihisa Hayashi,1993,1,[]
Akika Nakamichi,1993,4,[]
Akikazu Hashimoto,1994,27,['ITP Santa Barbara']
Akinobu Shimizu,1994,1,[]
Akio Sugamoto,1993,16,['Ochanomizu University']
Akira Fujii,1992,8,[]
Akira Inomata,1995,1,[]
Akira Ishida,2002,2,[]
Akira Kato,2001,1,[]
Akira Kokado,1996,8,['1']
Akira Suzuki,1993,1,[]
Akira Tokura,1994,2,[]
Akishi Kato,1992,4,[]
Akitsugu Miwa,2003,1,[]
Al. B. Zamolodchikov,1993,4,['Montpellier II']
Al. Kavalov,1994,1,[]
Al. R. Kavalov,1992,1,[]
Al. Zamolodchikov,1994,8,['Montpellier']
Alain Connes,1996,10,"['ETH,IHES', 'ETH,I.H.E.S']"
Alain Dasni`Eres De Veigy,1993,1,[]
Alain Dasnieres De Veigy,1993,1,[]
Alain Lascoux,1994,1,[]
Alain Riazuelo,2002,1,[]
Alan A. Coley,1999,3,"['2', '1']"
Alan Carey,1995,3,[]
Alan Chodos,1995,8,"['Yale University', 'Yale Univ.']"
Alan George,2002,1,[]
Alan H. Guth,1992,1,[]
Alan J. Macfarlane,1995,1,[]
Alan Kostelecky,1992,9,[]
Alan L. Carey,1997,3,['1']
Alan R. Steif,1993,3,[]
Alan R. White,1993,1,[]
Alan Weinstein,1993,2,[]
Alastair Paulin-Campbell,1999,3,[]
Albert Schwarz,1992,20,['UCDavis']
Alberto Accardi,1997,2,[]
Alberto Blasi,1992,5,[]
Alberto Carlini,1992,2,[]
Alberto Frizzo,1999,1,[]
Alberto Garcia,1995,5,"['Department of Physics, CINVESTAV, Mexico.']"
Alberto Guijosa,1998,10,['Princeton University']
Alberto Iglesias,2000,6,[]
Alberto Lerda,1993,8,[]
Alberto Nicolis,2001,1,[]
Alberto Perotto,1995,1,[]
Alberto S. Cattaneo,1996,3,['Harvard University']
Alberto Saa,1993,1,[]
Alberto Santambrogio,1999,6,[]
Alberto Zaffaroni,1995,9,[]
Albion Lawrence,1995,15,"['U. Chicago, Enrico Fermi Institute']"
Albrecht Klemm,1992,13,[]
Alec Matusis,1997,9,[]
Alejandro Ayala,1998,1,['ICN-UNAM/Mexico']
Alejandro Cabo,1999,2,[]
Alejandro Corichi,1997,3,['Penn State']
Alejandro Rivero,1994,5,"['Universidad de Zaragoza', 'Zaragoza Univ.', 'U. of Zaragoza', 'Univ. Carlos III Madrid']"
Alejandro Tiraboschi,1993,1,[]
Aleksandar Belic,1998,2,[]
Aleksandar Bogojevic,1998,5,"['Institute of Physics', 'Institute of Physics, Belgrade']"
Aleksandar Kocic,1993,1,[]
Aleksandar Mikovic,1996,1,[]
Aleksandar R. Bogojevic,1995,1,[]
Aleksandr A. Zheltukhin,1997,1,[]
Aleksandr Zheltukhin,1999,2,"['Stockholm U.,Kharkov IPT', 'Stockholm']"
Aleksej V. Chechkin,1993,1,[]
Aleksey Nudelman,1997,6,[]
Aleksey Polishchuk,1999,1,[]
Aleksey Yu. Nurmagambetov,1995,1,[]
Alessandra Agostini,2002,1,[]
Alessandra Buonanno,1998,3,[]
Alessandra Frabetti,2000,2,[]
Alessandro Fabbri,1999,6,[]
Alessandro Gualzetti,1992,1,[]
Alessandro Marchetti,2003,1,[]
Alessandro Pelizzola,1995,2,[]
Alessandro Tanzini,2000,11,"['LPTHE Paris 6-7', 'LPTHE, Paris VI-VII']"
Alessandro Tomasiello,1999,8,"['CPhT, Ecole Polytechnique']"
Alessandro Torrielli,2002,2,[]
Alessandro Zampa,1999,1,[]
Alessandro Zampini,2002,1,[]
Alessio Celi,2002,1,[]
Alex Buchel,1998,14,[]
Alex C Kalloniatis,1996,1,['Erlangen-Nuremberg']
Alex C. Kalloniatis,1994,7,"['Max-Planck Institut fuer Kernphysik, Heidelberg', 'Universit\\""at Erlangen-N\\""urnberg', 'Heidelberg', 'Institute for Theoretical Physics III, University Erlangen - N\\""urnberg, Germany']"
Alex Deckmyn,1992,2,[]
Alex Granik,2000,3,[]
Alex J. Feingold,1995,1,[]
Alex Kasman,1994,1,['Boston University']
Alex Kehagias,2002,3,[]
Alex Kovner,1993,17,"['Oxford', 'CERN,Plymouth U.', 'Plymouth U.']"
Alex Lewis,1996,7,[]
Alex Lyons,1992,1,[]
Alex Moreno,2001,1,[]
Alex Pomarol,2001,3,[]
Alex Travesset,1997,1,[]
Alexander A. Belov,1993,2,[]
Alexander A. Chernitskii,1997,6,[]
Alexander A. Migdal,1993,3,[]
Alexander A. Osipov,2001,3,[]
Alexander A. Vlasov,1997,4,[]
Alexander A. Voronov,1994,2,['University of Pennsylvania']
Alexander A. Zheltukhin,1998,1,[]
Alexander Antonov,1996,2,[]
Alexander Astashkevich,1994,2,[]
Alexander Balatsky,1992,1,"['Los Alamos National Laboratory,Theoretical Division,Landau Institute for Theoretical Physics, Moscow, USSR']"
Alexander Barabanschikov,2003,1,[]
Alexander Belopolsky,1994,7,['MIT']
Alexander Berkovich,1994,4,[]
Alexander Braverman,1994,2,[]
Alexander Burinskii,1995,13,"['NSI, Russian Academy of Sciences', 'NSI Russian Academy of Sciences', 'Gravity Research Group, IBRAE, Russian Academy of Sciences']"
"Alexander Cardona , France)",2000,1,"[""Laboratoire de Math\\'ematiques Appliqu\\'ees, Universit\\'e Blaise Pascal (Clermont II""]"
Alexander Chervov,2002,1,[]
Alexander D. Popov,1999,13,[]
Alexander Feinstein,2002,3,[]
Alexander Friedland,1998,1,[]
Alexander G. Abanov,2000,1,[]
Alexander G. Sibiryakov,1996,2,[]
Alexander Galperin,1996,3,[]
Alexander Ganchev,1993,2,[]
Alexander Givental,1993,1,[]
Alexander Gorsky,1994,8,[]
Alexander I Nesterov,2002,1,[]
Alexander I. Nesterov,2000,3,[]
Alexander Kaganovich,2002,3,"['Ben-Gurion Univ., Beer-Sheva', 'Ben- Gurion Univ., Beer-Sheva']"
Alexander Kamenshchik,2002,2,[]
Alexander Kirillov Jr,1993,4,[]
Alexander Kirillov Jr.,1994,1,['Yale']
Alexander Kling,2000,6,[]
Alexander Kusenko,1996,3,['CERN']
Alexander Kuznetsov,2000,1,[]
Alexander Laufer,1996,1,[]
Alexander Maloney,1999,5,[]
Alexander Migdal,1992,2,['Princeton University']
Alexander Mitov,2002,1,[]
Alexander Molev,1994,2,[]
Alexander Moroz,1992,4,[]
Alexander Niemeyer,1996,1,[]
Alexander O. Harin,1994,1,['University of Natal']
Alexander P. Kobushkin,2002,1,[]
Alexander Postnikov,2002,1,[]
Alexander R. Its,1995,1,[]
Alexander Rozenberg,1996,2,"['NYU', 'New York University']"
Alexander Rutenburg,2003,1,[]
Alexander Sevrin,1993,18,[]
Alexander Turbiner,1992,11,[]
Alexander Ushveridze,1996,6,[]
Alexander V. Razumov,1992,5,[]
Alexander V. Turbiner,2000,3,[]
Alexander Varchenko,1993,8,[]
Alexander Verbovetsky,1994,1,[]
Alexander Vilenkin,1994,14,['Tufts University']
Alexander Von Gussich,1995,5,[]
Alexander Yu. Kamenshchik,1996,14,[]
Alexander Zamolodchikov,1993,1,[]
Alexander Zaslavsky,1999,1,"['Dniepropetrovsk University, Ukraine']"
Alexandr Yelnikov,2001,1,[]
Alexandre G. De M. Schmidt,2001,1,[]
Alexandre G. M. Schmidt,1997,10,[]
Alexandre T. Filippov,1997,1,"['JINR, Dubna']"
Alexandros A. Kehagias,1994,5,[]
Alexandros Kehagias,1996,4,[]
Alexei A. Abrikosov,1999,2,[]
Alexei A. Starobinsky,1995,1,[]
Alexei Deriglazov,2001,1,[]
Alexei Khavaev,2000,2,[]
Alexei Kitaev,2001,1,[]
Alexei M. Tsvelik,1999,1,[]
Alexei Mishchenko,1997,3,['Bogolyubov Institute for Theoretical Physics']
Alexei Morozov,1993,3,[]
Alexei Nurmagambetov,1997,7,[]
Alexei Starobinsky,1994,3,['Landau ITP']
Alexei Vladimirov,2002,1,[]
Alexei Yu. Nurmagambetov,1995,2,[]
Alexei Yung,1996,5,"['Physics Department, University College of Swansea', 'Petersburg Nuclear Physics Institute']"
Alexej Fomin,1996,1,[]
Alexey A. Kadeishvili,1996,1,[]
Alexey Anisimov,2001,2,[]
Alexey Boyarsky,2002,2,[]
Alexey Koshelev,2002,1,[]
Alexey Maznytsia,1996,4,[]
Alexey S. Koshelev,1998,1,[]
Alexey Sevostyanov,1995,1,['Steklov Mathematical Institute']
Alexios P Polychronakos,2001,1,[]
Alexios P. Polychronakos,1992,28,[]
Alexis Amezaga,1999,2,[]
Alexis Hernandez,2002,1,[]
Alfio Bonanno,1997,2,"[""Osservatorio Astrofisico, Universita' di Catania,,INFN, sezione di Catania, Italy""]"
Alfonso Ramallo,1999,1,[]
Alfred D. Shapere,1995,6,[]
Alfred Davis,1998,1,[]
Alfred S. Goldhaber,1992,5,"['ITP, SUNY Stony Brook', 'SUNY Stony Brook']"
Alfred Scharff Goldhaber,1999,5,[]
Alfred Shapere,1992,2,[]
Alfredo Herrera-Aguilar,1997,11,[]
Alfredo Iorio,1995,4,[]
Alfredo Macias,1996,2,"['UAM-I, Mexico']"
Alfredo T. Suzuki,1997,15,[]
Alfredo Takashi Suzuki,2003,1,[]
Ali Chamseddine,1996,2,[]
Ali H. Chamseddine,1996,14,"['CAMS, AUB', 'CAMS/AUB', 'CAMS-AUB', 'ETHZ']"
Ali Imaanpur,2003,1,[]
Ali Kaya,1999,8,[]
Ali Mostafazadeh,1993,16,"['Dep. of Physics, U. Texas at Austin, Austin, Texas', 'Center for Relativity, Department of Physics, The University of Texas at Austin, Austin, Texas']"
Ali Namazie,1998,1,[]
Ali Nayeri,2000,2,['MIT']
Ali Reza Tavanfar,2002,1,[]
Ali Yegulalp,1994,2,['Princeton University']
Alice Rogers,1994,6,"[""King's College London""]"
Alin Tirziu,2002,1,[]
Allan Adams,2001,4,[]
Allen C. Hirshfeld,1995,5,"['University of Dortmund, Germany', 'University of Dortmund']"
Alok Kumar,1992,38,[]
Alon E. Faraggi,1992,28,"['IAS, Princeton', 'Weizmann Sceince Institute']"
Alon Marcus,2001,3,[]
Alpan Raval,1994,1,[]
Alvaro De Souza Dutra,2000,5,"['UNESP/Guaratingueta', ""UNESP/Campus de Guaratinguet\\'a-DFQ""]"
Alvaro Nunez,2003,1,[]
Alvaro Restuccia,1994,2,[]
Am Semikhatov,2000,2,[]
Amand Faessler,1999,1,[]
Amanda Peet,1992,5,[]
Amanda W. Peet,1995,15,"['Princeton University', 'ITP Santa Barbara']"
Ambar Sengupta,1994,2,[]
Amer Iqbal,1998,18,[]
Amihay Hanany,1992,48,['Institute for Advanced Study']
Amine B. Hammou,1999,3,"['SISSA,Trieste,Italy', 'Univ. of Crete,FORTH']"
Amine M. El Gradechi,1993,2,[]
Amir Aghamohammadi,1993,2,[]
Amir E. Mosaffa,2002,3,[]
Amir H. Fatollahi,1996,11,[]
Amir H. Rezaeian,2001,1,[]
Amir Masoud Ghezelbash,1996,5,[]
Amir Mulic,1999,1,"['Department of Physics, University in Oslo']"
Amir-Kian Kashani-Poor,2001,2,[]
Amit Ghosh,1994,5,[]
Amit Giveon,1992,25,[]
Amit Loewy,2002,2,[]
Amit Sever,2001,2,[]
Amitabha Chakrabarti,1994,1,[]
Amitabha Lahiri,1992,11,"['Bose Ctr.', '2', 'Bose Ctr., Kolkata', 'University of Sussex', 'S.N.Bose Ctr.', 'S.N.Bose National Centre for Basic Sciences']"
Amos Yarom,2003,1,[]
Amy E. Ksir,2002,1,[]
An-Ying Dai,1993,1,[]
An. Kavalov,1996,1,[]
Ana Achucarro,1992,3,[]
Ana Lopez,1994,1,[]
Anamaria Font,1992,10,[]
Anamarija Borstnik,1997,1,[]
Anastasia Doikou,1997,16,[]
Anastasia Volovich,1996,19,[]
Anastasios C. Petkou,1996,3,[]
Anastasios Petkou,1994,3,[]
Anatol N. Kirillov,1992,13,[]
Anatol Nowicki,1992,3,"['Physikalisches Inst., Universit\\""{a}t Bonn, Nussallee 12, 53115 Bonn, Germany']"
Anatolij I. Bugrij,1996,3,[]
Anatoly Dymarsky,2003,1,[]
Anatoly Konechny,1997,4,"['UCBerkeley,LBNL']"
Anatoly Morosov,1998,1,[]
Anatoly Pashnev,2003,1,[]
Anders Watterstam,1992,1,[]
Anders Westerberg,1994,13,[]
Anderson Ilha,1999,4,[]
Andras Kaiser,1995,3,[]
Andras Szenes,1992,3,[]
Andre De Gouvea,1998,1,[]
Andre J. Van Tonder,1992,1,[]
Andre Leclair,1993,13,[]
Andre Lukas,1996,33,['UPenn']
Andre Martin,1996,3,"['Theoretical Physics Division, CERN,,LAPP, Annecy Le Vieux']"
Andre Miemiec,1998,7,[]
Andre Roberge,1994,1,[]
Andre Van Tonder,1996,4,['Brown University']
Andre Wehner,2000,3,[]
Andre Wilch,1996,4,[]
Andrea Belli,1997,2,[]
Andrea Brignole,1995,3,['CERN-TH']
Andrea Cappelli,1995,11,[]
Andrea Gambassi,2001,1,[]
Andrea Gregori,1998,11,[]
Andrea Pasquinucci,1992,9,[]
Andrea Pelissetto,2000,3,[]
Andrea Quadri,1999,8,"['1', 'Max-Planck-Institut fuer Physik - Munich']"
Andrea Refolli,1995,5,[]
Andrea Trombettoni,2003,1,[]
Andrea Wulzer,2002,1,['2']
Andrea Zirotti,2002,2,[]
Andreas Albrecht,1993,4,[]
Andreas Aste,1997,7,['University of Basel']
Andreas Bette,1995,3,[]
Andreas Bichl,2001,1,[]
Andreas Brandhuber,1998,8,[]
Andreas Bredthauer,2002,3,[]
Andreas Fring,2001,4,[]
Andreas Gustavsson,1999,6,[]
Andreas Honecker,1995,1,[]
Andreas Karch,1996,31,[]
Andreas Ludwig,1994,1,[]
Andreas Nyffeler,1997,1,"['1,2']"
Andreas Rathke,2002,2,[]
Andreas Recknagel,1996,5,"['ETH Zuerich', ""King's College London""]"
Andreas Ruffing,1992,1,[]
Andreas U. Schmidt,1997,1,[]
Andreas W. W. Ludwig,1994,4,[]
Andreas W. Wipf,1993,1,[]
Andreas Wipf,1993,5,[]
Andreas Wisskirchen,1994,10,[]
Andrei A. Bytsenko,1995,5,[]
Andrei A. Galiautdinov,2000,4,"['Georgia Institute of Technology', 'School of Physics, Georgia Institute of Technology']"
Andrei B. Klimov,1994,1,['P.N. Lebedev Physical Institute']
Andrei Babichenko,2001,1,[]
Andrei Barvinsky,2001,4,"['Lebedev Inst', 'Lebedev Inst.']"
Andrei Bytsenko,1993,2,[]
Andrei Bytsko,2000,1,[]
Andrei Cheshel,2002,1,['Kaiserslautern U.']
Andrei Demichev,1997,1,[]
Andrei Dubikovsky,1995,1,[]
Andrei Frolov,2001,5,['CITA']
Andrei G. Bytsko,2000,3,[]
Andrei G. Terekidi,2003,1,[]
Andrei Galiautdinov,2000,3,['2']
Andrei Johansen,1994,5,[]
Andrei Khrennikov,2001,1,[]
Andrei Linde,1992,36,['Stanford']
Andrei Litvintsev,2000,5,[]
Andrei Losev,1996,3,[]
Andrei Lossev,1998,1,[]
Andrei M. Sukhov,1996,1,[]
Andrei Marshakov,2002,2,[]
Andrei Matytsin,1994,3,[]
Andrei Micu,2001,4,[]
Andrei Mikhailov,1997,11,[]
Andrei O. Starinets,2002,2,[]
Andrei Okounkov,1997,1,[]
Andrei Parnachev,2000,5,[]
Andrei S. Losev,2003,1,[]
Andrei Shuvaev,1996,1,[]
Andrei Smilga,1995,2,[]
Andrei Starinets,2002,1,[]
Andrei V. Frolov,2003,1,[]
Andrei Yu. Mikhailov,1998,2,[]
Andrei Zelevinsky,2001,1,[]
Andrei Zelnikov,1997,2,[]
Andrej Brzoska,2001,1,[]
Andres Collinucci,2002,1,[]
Andres Gomberoff,1998,7,[]
Andres Jordan,1997,1,[]
Andrew C. Millard,1995,1,[]
Andrew Chamblin,1993,15,"['DAMTP, Cambridge', 'University of Cambridge,Institute for Theoretical Physics, University of California - Santa Barbara', 'MIT', 'DAMTP, Cambridge U.', 'Queen Mary']"
Andrew Cohen,1999,2,[]
Andrew E. Chubykalo,1995,3,"[""Instituto de Ciencia de Materiales, Consejo Superior de Investigaciones Cient\\'{\\i}ficas, Madrid, Spain"", 'EFUAZ, Zacatecas']"
Andrew Ferstl,2000,1,[]
Andrew Frey,2000,2,"['UC, Santa Barbara']"
Andrew G. Cohen,1998,7,[]
Andrew G. Felce,1992,1,[]
Andrew J. Bordner,1992,3,[]
Andrew J. Tolley,2001,2,[]
Andrew K. Waldron,1995,2,[]
Andrew Mennim,2001,1,[]
Andrew N. W. Hone,1996,1,[]
Andrew Neitzke,2000,6,[]
Andrew P. Billyard,1999,2,['1']
Andrew Parkes,1992,1,[]
Andrew Pocklington,1997,3,[]
Andrew Pressley,1995,1,[]
Andrew R. Frey,2002,4,"['UC, Santa Barbara']"
Andrew S. I. D. Lang,1998,1,[]
Andrew Strominger,1992,65,['Harvard']
Andrew Toon,1993,2,"['Singapore Institute of Management, OUDP, Math Dept.']"
Andrew Waldron,1995,11,"['NIKHEF, Amsterdam', 'ITP S.U.N.Y. Stony Brook', 'ITP SUNY Stony Brook']"
Andrey Dubin,1999,2,[]
Andrey I. Musienko,2000,1,"['N.N. Semenov Institute for Chemical Physics, Moscow, Russia']"
Andrey Johansen,1997,1,[]
Andrey Neronov,2000,3,[]
Andrey Pokotilov,2001,1,[]
Andrey Radul,1995,1,['Howard University']
Andrey Yu. Dubin,2000,4,[]
Andriy Pokotilov,2002,2,[]
Andrzej Herdegen,1995,3,[]
Andrzej J. Staruszkiewicz,1998,3,[]
Andrzej Ostrowski,1999,1,[]
Andrzej Sitarz,1992,10,['Univ. Mainz']
Andrzej Staruszkiewicz,1998,1,[]
Andrzej Trautman,1998,2,[]
Andrzej Z. Gorski,1997,3,[]
Andy Strominger,1995,1,[]
Andy Wilkins,1997,5,"['University of Adelaide, Australia', 'University of Adelaide']"
Aneesh Manohar,1997,1,[]
Aneesh V. Manohar,1997,4,[]
Angel Ballesteros,1994,1,[]
Angel Ferrandez,2002,1,[]
Angel Gimenez,2002,1,[]
